season,team,off_avg,def_avg,total_player
2009,San Antonio Spurs,108.85,104.5,20
2009,Dallas Mavericks,103.5,109,16
2009,New Orleans Hornets,104.33333333333333,107.46666666666667,15
2009,New Jersey Nets,103.2,111.4,15
2009,Portland Trail Blazers,102.66666666666667,108,15
2009,Indiana Pacers,107.5,109.07142857142857,14
2009,Boston Celtics,106.625,101.75,16
2009,Miami Heat,101.83333333333333,107.88888888888889,18
2009,Oklahoma City Thunder,109,108.6,20
2008,Houston Rockets,111,102.66666666666667,21
2008,Chicago Bulls,93.84210526315789,107.57894736842105,19
2008,Los Angeles Clippers,99.35,109.45,20
2008,Atlanta Hawks,103.25,109.6875,16
2008,Orlando Magic,106.125,106.3125,16
2008,Seattle SuperSonics,94,109.47619047619048,21
2008,Golden State Warriors,NA,NA,18
2008,Minnesota Timberwolves,98.375,111.125,16
2008,Phoenix Suns,108,108.375,16
2008,Miami Heat,100,109.86363636363636,22
2008,Denver Nuggets,99.94117647058823,107.05882352941177,17
2008,Detroit Pistons,NA,103.36842105263158,19
2008,Cleveland Cavaliers,93.82608695652173,107.17391304347827,23
2008,Washington Wizards,107.23076923076923,109.53846153846153,13
2008,Memphis Grizzlies,97.3157894736842,111.84210526315789,19
2008,Philadelphia 76ers,102.6,106.4,15
2008,Indiana Pacers,104.4375,108.0625,16
2008,Toronto Raptors,104.88235294117646,107.58823529411765,17
2008,Utah Jazz,106.8,107.13333333333334,15
2008,Milwaukee Bucks,104.21428571428571,112.35714285714286,14
2008,Los Angeles Lakers,107.10526315789474,105.42105263157895,19
2008,Sacramento Kings,95.15789473684211,110.36842105263158,19
2008,New Jersey Nets,96.1,109.85,20
2008,Dallas Mavericks,102.6,106.65,20
2008,New Orleans Hornets,104.875,105.875,16
2008,San Antonio Spurs,96.71428571428571,100.52380952380952,21
2008,Portland Trail Blazers,103.5,108.07142857142857,14
2008,Boston Celtics,107.46666666666667,99.26666666666667,15
2008,New York Knicks,109.06666666666666,111.06666666666666,15
2008,Charlotte Bobcats,101.13333333333334,110.06666666666666,15
2007,Los Angeles Lakers,106.92857142857143,108.85714285714286,14
2007,Los Angeles Clippers,88.78947368421052,105.94736842105263,19
2007,Charlotte Bobcats,99.77777777777777,108.5,18
2007,Golden State Warriors,103.55,107.85,20
2007,Chicago Bulls,100.28571428571429,99.35714285714286,14
2007,Indiana Pacers,99.42105263157895,105.89473684210526,19
2007,Boston Celtics,101.5,106.75,16
2007,Philadelphia 76ers,101.61111111111111,106.77777777777777,18
2007,Memphis Grizzlies,109,111.94444444444444,18
2007,Denver Nuggets,103.94444444444444,106.22222222222223,18
2007,Miami Heat,102.25,105.75,16
2007,Phoenix Suns,105.92857142857143,106.92857142857143,14
2007,Detroit Pistons,104.8,103.13333333333334,15
2007,Cleveland Cavaliers,101.66666666666667,101.66666666666667,15
2007,Washington Wizards,104.8125,111.125,16
2007,Seattle SuperSonics,99,111.5,16
2007,Toronto Raptors,106,106.52941176470588,17
2007,Utah Jazz,NA,108.26666666666667,15
2007,Milwaukee Bucks,96.29411764705883,112.17647058823529,17
2007,Dallas Mavericks,103,103.4375,16
2007,Atlanta Hawks,101.47368421052632,108.84210526315789,19
2007,New Jersey Nets,98.13333333333334,106.26666666666667,15
2007,San Antonio Spurs,105.125,100,16
2007,Orlando Magic,107,105,15
2007,New Orleans/Oklahoma City Hornets,103.66666666666667,106.8,15
2007,Houston Rockets,105.73333333333333,100.86666666666666,15
2007,Minnesota Timberwolves,99.07142857142857,108.14285714285714,14
2007,Sacramento Kings,97,108.06666666666666,15
2007,Portland Trail Blazers,NA,110.76470588235294,17
2007,New York Knicks,99.13333333333334,107.26666666666667,15
2006,Los Angeles Lakers,100.47058823529412,106.41176470588235,17
2006,Golden State Warriors,102.13333333333334,106.46666666666667,15
2006,Toronto Raptors,99.58823529411765,112.11764705882354,17
2006,New Orleans/Oklahoma City Hornets,96.6842105263158,107.36842105263158,19
2006,Dallas Mavericks,103.375,104.375,16
2006,Atlanta Hawks,108.4,111.73333333333333,15
2006,Boston Celtics,101.16666666666667,107.05555555555556,18
2006,Charlotte Bobcats,99.75,106.6875,16
2006,Cleveland Cavaliers,99.11764705882354,104,17
2006,Detroit Pistons,102.23529411764706,103.52941176470588,17
2006,San Antonio Spurs,NA,NA,15
2006,Philadelphia 76ers,NA,107.3529411764706,17
2006,Miami Heat,99.76470588235294,105.41176470588235,17
2006,Phoenix Suns,103.16666666666667,105.05555555555556,18
2006,Washington Wizards,104.93333333333334,107,15
2006,Denver Nuggets,96.6842105263158,106.3157894736842,19
2006,Utah Jazz,100.93333333333334,107.33333333333333,15
2006,Milwaukee Bucks,101.33333333333333,107.4,15
2006,Chicago Bulls,103.21052631578948,104.47368421052632,19
2006,New York Knicks,99.52631578947368,110.84210526315789,19
2006,Minnesota Timberwolves,96.55555555555556,105.44444444444444,18
2006,Los Angeles Clippers,97.55555555555556,104.16666666666667,18
2006,Indiana Pacers,105.6875,101.875,16
2006,Memphis Grizzlies,103,102.625,16
2006,New Jersey Nets,93.88235294117646,103,17
2006,Orlando Magic,104.44444444444444,107.33333333333333,18
2006,Sacramento Kings,106.125,104.375,16
2006,Portland Trail Blazers,100.82352941176471,111.94117647058823,17
2006,Seattle SuperSonics,104.94736842105263,114.84210526315789,19
2006,Houston Rockets,NA,NA,21
2005,Philadelphia 76ers,101.29411764705883,104.58823529411765,17
2005,New Jersey Nets,101,103.22727272727273,22
2005,Toronto Raptors,102.8125,107.9375,16
2005,Golden State Warriors,101.16666666666667,107.33333333333333,18
2005,Chicago Bulls,97.86666666666666,100.8,15
2005,Atlanta Hawks,101.45,110.7,20
2005,Boston Celtics,105.46666666666667,106.46666666666667,15
2005,Dallas Mavericks,99.375,104.6875,16
2005,Utah Jazz,101.17647058823529,109.82352941176471,17
2005,New Orleans Hornets,93.95454545454545,107.95454545454545,22
2005,New York Knicks,97.94736842105263,108.73684210526316,19
2005,Miami Heat,103.29411764705883,102.41176470588235,17
2005,Phoenix Suns,106.11111111111111,108.44444444444444,18
2005,Cleveland Cavaliers,102.1875,106.0625,16
2005,Houston Rockets,95.56521739130434,103.30434782608695,23
2005,Orlando Magic,102.16666666666667,107.66666666666667,18
2005,Memphis Grizzlies,102.93333333333334,103.73333333333333,15
2005,Denver Nuggets,107.11764705882354,104.41176470588235,17
2005,Washington Wizards,100.4375,108.25,16
2005,Minnesota Timberwolves,108.07142857142857,106.78571428571429,14
2005,Detroit Pistons,97.52941176470588,102.17647058823529,17
2005,Milwaukee Bucks,104.55555555555556,109.55555555555556,18
2005,Indiana Pacers,100.35,105.1,20
2005,Seattle SuperSonics,102.66666666666667,110,15
2005,San Antonio Spurs,98.88235294117646,98.47058823529412,17
2005,Charlotte Bobcats,98.10526315789474,107.84210526315789,19
2005,Sacramento Kings,107.11111111111111,108.44444444444444,18
2005,Los Angeles Clippers,NA,107.94444444444444,18
2005,Los Angeles Lakers,103.875,111.6875,16
2005,Portland Trail Blazers,100.41176470588235,108.3529411764706,17
2004,Philadelphia 76ers,99.64285714285714,102.21428571428571,14
2004,New Jersey Nets,88,98.6842105263158,19
2004,Golden State Warriors,93.83333333333333,104.94444444444444,18
2004,Houston Rockets,99.47058823529412,99.29411764705883,17
2004,Indiana Pacers,101.06666666666666,98.26666666666667,15
2004,Atlanta Hawks,96.30434782608695,106.26086956521739,23
2004,San Antonio Spurs,91.3529411764706,94.52941176470588,17
2004,New York Knicks,103.81818181818181,102.86363636363636,22
2004,Toronto Raptors,93.04347826086956,100.65217391304348,23
2004,Phoenix Suns,89.89473684210526,104.73684210526316,19
2004,Denver Nuggets,96.66666666666667,102.73333333333333,15
2004,Utah Jazz,100.22222222222223,103.61111111111111,18
2004,Orlando Magic,97.85714285714286,109.47619047619048,21
2004,Seattle SuperSonics,109.21428571428571,108.14285714285714,14
2004,Dallas Mavericks,103.14285714285714,106.57142857142857,14
2004,Minnesota Timberwolves,100.47058823529412,100.82352941176471,17
2004,Sacramento Kings,103.76923076923077,105.07692307692308,13
2004,Chicago Bulls,92.61904761904762,103.52380952380952,21
2004,New Orleans Hornets,94.9375,103.5625,16
2004,Detroit Pistons,93.3529411764706,96.05882352941177,17
2004,Miami Heat,95.23529411764706,102.47058823529412,17
2004,Memphis Grizzlies,94.75,102.8125,16
2004,Los Angeles Clippers,98.41176470588235,108,17
2004,Portland Trail Blazers,96.875,106.70833333333333,24
2004,Boston Celtics,105.21052631578948,104.36842105263158,19
2004,Washington Wizards,95.52941176470588,105.29411764705883,17
2004,Milwaukee Bucks,103.625,105.3125,16
2004,Los Angeles Lakers,99.47058823529412,101.76470588235294,17
2004,Cleveland Cavaliers,95.57142857142857,104.52380952380952,21
2003,Golden State Warriors,106.75,109.25,16
2003,Philadelphia 76ers,98.9375,102.9375,16
2003,New Jersey Nets,91.26666666666667,98,15
2003,Dallas Mavericks,101.88235294117646,102.88235294117646,17
2003,Denver Nuggets,90.47619047619048,102.14285714285714,21
2003,Indiana Pacers,102.86666666666666,101.53333333333333,15
2003,Atlanta Hawks,91.28571428571429,106.19047619047619,21
2003,New York Knicks,100.53846153846153,106.46153846153847,13
2003,Phoenix Suns,98.5,103,14
2003,Toronto Raptors,95.57894736842105,106.3157894736842,19
2003,Los Angeles Clippers,102,107.06666666666666,15
2003,Utah Jazz,101.38461538461539,103.76923076923077,13
2003,Orlando Magic,101.05882352941177,104.88235294117646,17
2003,Seattle SuperSonics,96.6470588235294,104,17
2003,Miami Heat,93.85714285714286,102.57142857142857,14
2003,San Antonio Spurs,98,100.66666666666667,15
2003,Washington Wizards,103.75,105,16
2003,Milwaukee Bucks,102.25,107.8125,16
2003,Minnesota Timberwolves,104.64285714285714,104.57142857142857,14
2003,Boston Celtics,93.17647058823529,102.3529411764706,17
2003,Portland Trail Blazers,103.33333333333333,102.73333333333333,15
2003,New Orleans Hornets,99.875,101.9375,16
2003,Detroit Pistons,97,100.13333333333334,15
2003,Cleveland Cavaliers,94.14285714285714,106.5,14
2003,Sacramento Kings,101.57142857142857,99.71428571428571,14
2003,Houston Rockets,100.46666666666667,102.53333333333333,15
2003,Memphis Grizzlies,96.88235294117646,108.11764705882354,17
2003,Los Angeles Lakers,101,105.64285714285714,14
2003,Chicago Bulls,98.8,105.4,15
2002,Chicago Bulls,99.05555555555556,108.11111111111111,18
2002,Philadelphia 76ers,96.94736842105263,101,19
2002,New Jersey Nets,98.6875,100.6875,16
2002,Golden State Warriors,97.86666666666666,108.33333333333333,15
2002,Dallas Mavericks,NA,106.15,20
2002,Indiana Pacers,100.5,104.72222222222223,18
2002,Atlanta Hawks,107,106.88888888888889,18
2002,New York Knicks,95.64285714285714,105.71428571428571,14
2002,Miami Heat,92.23529411764706,100.05882352941177,17
2002,Phoenix Suns,99.84210526315789,105.6842105263158,19
2002,Toronto Raptors,102.82352941176471,103.47058823529412,17
2002,San Antonio Spurs,102.26666666666667,99.8,15
2002,Cleveland Cavaliers,98.73333333333333,107.73333333333333,15
2002,Utah Jazz,103,105.57142857142857,14
2002,Orlando Magic,98.58823529411765,104.6470588235294,17
2002,Seattle SuperSonics,105.375,105.5625,16
2002,Milwaukee Bucks,102,106.92857142857143,14
2002,Minnesota Timberwolves,102.4375,105.8125,16
2002,Boston Celtics,99.25,101.375,16
2002,Denver Nuggets,101.42857142857143,107.80952380952381,21
2002,Memphis Grizzlies,91,106.94117647058823,17
2002,Charlotte Hornets,NA,103.8,15
2002,Detroit Pistons,104.26666666666667,103.13333333333334,15
2002,Sacramento Kings,101.85714285714286,101.5,14
2002,Washington Wizards,106.5,106.14285714285714,14
2002,Portland Trail Blazers,104.6,104.6,15
2002,Los Angeles Lakers,108.4,101.46666666666667,15
2002,Los Angeles Clippers,102.625,107.5625,16
2002,Houston Rockets,102.42857142857143,109.28571428571429,14
2001,Miami Heat,93.875,97.4375,16
2001,Chicago Bulls,93,107.4375,16
2001,Philadelphia 76ers,NA,100.15789473684211,19
2001,New Jersey Nets,92.47368421052632,105.26315789473684,19
2001,Golden State Warriors,89.54545454545455,107.18181818181819,22
2001,Boston Celtics,97.05882352941177,104.23529411764706,17
2001,Indiana Pacers,92.73333333333333,102.66666666666667,15
2001,Atlanta Hawks,NA,105.08695652173913,23
2001,New York Knicks,95.5,98.375,16
2001,Toronto Raptors,97.95,104.25,20
2001,Cleveland Cavaliers,95,105.95,20
2001,Orlando Magic,96.5625,101.6875,16
2001,Phoenix Suns,99.0625,98.5625,16
2001,Denver Nuggets,93.83333333333333,106.88888888888889,18
2001,Houston Rockets,NA,105.33333333333333,15
2001,Minnesota Timberwolves,101.8,104.6,15
2001,San Antonio Spurs,104.06666666666666,98.8,15
2001,Portland Trail Blazers,108.625,102.3125,16
2001,Sacramento Kings,98.78571428571429,99.42857142857143,14
2001,Charlotte Hornets,93.375,100.5625,16
2001,Detroit Pistons,97.3529411764706,101.6470588235294,17
2001,Dallas Mavericks,93.15,102.05,20
2001,Seattle SuperSonics,109.21428571428571,106,14
2001,Vancouver Grizzlies,96.2,105.6,15
2001,Los Angeles Lakers,105.26666666666667,105.33333333333333,15
2001,Los Angeles Clippers,99.06666666666666,105,15
2001,Utah Jazz,102.71428571428571,103.07142857142857,14
2001,Washington Wizards,101.66666666666667,107.42857142857143,21
2001,Milwaukee Bucks,101.6,105.13333333333334,15
2000,Los Angeles Lakers,100.06666666666666,99,15
2000,Cleveland Cavaliers,96.5,104,20
2000,Philadelphia 76ers,105.94444444444444,100.72222222222223,18
2000,Washington Wizards,104.375,106.125,16
2000,Utah Jazz,100.76923076923077,102.6923076923077,13
2000,Golden State Warriors,98.52173913043478,109.1304347826087,23
2000,Boston Celtics,101.93333333333334,106.73333333333333,15
2000,Indiana Pacers,107.85714285714286,103,14
2000,Atlanta Hawks,101,108.71428571428571,14
2000,Toronto Raptors,94.25,103.1875,16
2000,New York Knicks,90.5,100.6875,16
2000,Miami Heat,102.0625,101.6875,16
2000,Minnesota Timberwolves,105.15384615384616,104,13
2000,Phoenix Suns,100.11764705882354,99.17647058823529,17
2000,Los Angeles Clippers,96.05882352941177,110,17
2000,Orlando Magic,101.78947368421052,102.78947368421052,19
2000,Charlotte Hornets,92.29411764705883,102.82352941176471,17
2000,Houston Rockets,104.17647058823529,105.29411764705883,17
2000,Vancouver Grizzlies,100.33333333333333,108.33333333333333,15
2000,San Antonio Spurs,103.26666666666667,99.46666666666667,15
2000,Portland Trail Blazers,103.64285714285714,100.57142857142857,14
2000,Denver Nuggets,96.3529411764706,106.11764705882354,17
2000,Chicago Bulls,92.05,104.95,20
2000,Sacramento Kings,103.28571428571429,103.07142857142857,14
2000,Seattle SuperSonics,97.26666666666667,104.6,15
2000,Dallas Mavericks,NA,106.82352941176471,17
2000,Detroit Pistons,97.13333333333334,105.8,15
2000,Milwaukee Bucks,105.4,108.13333333333334,15
2000,New Jersey Nets,108.66666666666667,106.46666666666667,15
1999,Dallas Mavericks,97.78571428571429,105.07142857142857,14
1999,Philadelphia 76ers,90.22222222222223,99.33333333333333,18
1999,Seattle SuperSonics,100.9375,105.9375,16
1999,Utah Jazz,94.92857142857143,98.35714285714286,14
1999,Golden State Warriors,95,101.15384615384616,13
1999,Milwaukee Bucks,95.15,99.65,20
1999,Indiana Pacers,100.71428571428571,105,14
1999,Atlanta Hawks,100.85714285714286,99.07142857142857,14
1999,New York Knicks,95.35714285714286,98,14
1999,Miami Heat,93.94117647058823,100.17647058823529,17
1999,Phoenix Suns,101.17647058823529,104.11764705882354,17
1999,Toronto Raptors,NA,106.5,16
1999,Minnesota Timberwolves,100.4,101.9,20
1999,Boston Celtics,97.5625,102.75,16
1999,Cleveland Cavaliers,92.76470588235294,102.3529411764706,17
1999,San Antonio Spurs,105.07142857142857,96.21428571428571,14
1999,Chicago Bulls,89.8,102.86666666666666,15
1999,Orlando Magic,83.17647058823529,99.3529411764706,17
1999,Houston Rockets,97.5,104.4375,16
1999,Denver Nuggets,102.375,111.375,16
1999,Portland Trail Blazers,104.3125,97.125,16
1999,Charlotte Hornets,93.82352941176471,102.82352941176471,17
1999,Washington Wizards,NA,104.73333333333333,15
1999,Detroit Pistons,107.83333333333333,101.38888888888889,18
1999,New Jersey Nets,90.82608695652173,104.78260869565217,23
1999,Los Angeles Clippers,98.75,109.625,16
1999,Vancouver Grizzlies,93.94444444444444,109,18
1999,Sacramento Kings,96.0625,101.1875,16
1999,Los Angeles Lakers,104.6470588235294,104.76470588235294,17
1998,Dallas Mavericks,NA,107.27777777777777,18
1998,Detroit Pistons,106.25,103.8125,16
1998,Philadelphia 76ers,NA,101.22727272727273,22
1998,Seattle SuperSonics,101.75,104,16
1998,Utah Jazz,108.71428571428571,105.5,14
1998,Golden State Warriors,93.18181818181819,105.5,22
1998,Atlanta Hawks,100.375,104.5,16
1998,New York Knicks,100.75,99.4375,16
1998,Miami Heat,103.33333333333333,101.22222222222223,18
1998,Portland Trail Blazers,92.8,102.3,20
1998,Toronto Raptors,92.625,111.54166666666667,24
1998,Boston Celtics,100.16666666666667,104.72222222222223,18
1998,Milwaukee Bucks,98.6875,105.25,16
1998,Orlando Magic,97.72727272727273,105.0909090909091,22
1998,Denver Nuggets,98.4375,112.125,16
1998,Sacramento Kings,94.70588235294117,106.23529411764706,17
1998,Charlotte Hornets,96.05555555555556,106.44444444444444,18
1998,Vancouver Grizzlies,100.625,111.1875,16
1998,Minnesota Timberwolves,104.6875,107.875,16
1998,Indiana Pacers,97.28571428571429,100.64285714285714,14
1998,Phoenix Suns,104.46666666666667,101.33333333333333,15
1998,San Antonio Spurs,99.66666666666667,99.8,15
1998,Washington Wizards,103.75,106,16
1998,Chicago Bulls,108.76470588235294,101.41176470588235,17
1998,Cleveland Cavaliers,98.0625,100.5625,16
1998,Los Angeles Clippers,100.6,111.26666666666667,15
1998,Houston Rockets,107.21428571428571,109.14285714285714,14
1998,New Jersey Nets,100.22222222222223,107.27777777777777,18
1998,Los Angeles Lakers,108.38461538461539,103.07692307692308,13
1997,Phoenix Suns,102.78260869565217,109.04347826086956,23
1997,Dallas Mavericks,95.14814814814815,108.11111111111111,27
1997,Portland Trail Blazers,103.05263157894737,103.52631578947368,19
1997,Detroit Pistons,105.625,104.125,16
1997,Denver Nuggets,94.34782608695652,111.47826086956522,23
1997,Vancouver Grizzlies,98.0625,111.375,16
1997,Toronto Raptors,101.14285714285714,108.95238095238095,21
1997,Milwaukee Bucks,96.52941176470588,108.47058823529412,17
1997,Utah Jazz,103.26666666666667,104.66666666666667,15
1997,New Jersey Nets,NA,109.82608695652173,23
1997,Philadelphia 76ers,106.25,111.5,16
1997,Atlanta Hawks,93.11764705882354,102.76470588235294,17
1997,New York Knicks,104.23076923076923,101.6923076923077,13
1997,Miami Heat,NA,99,19
1997,Boston Celtics,101.94444444444444,111.66666666666667,18
1997,Orlando Magic,100.88235294117646,107.23529411764706,17
1997,Golden State Warriors,97.5,113.25,16
1997,Charlotte Hornets,99.94444444444444,109.33333333333333,18
1997,Indiana Pacers,99.26315789473684,104.73684210526316,19
1997,Seattle SuperSonics,100.6875,102.25,16
1997,Cleveland Cavaliers,101.46153846153847,102.46153846153847,13
1997,Washington Bullets,94.26666666666667,102.66666666666667,15
1997,San Antonio Spurs,101.85,112.6,20
1997,Chicago Bulls,107,101.86666666666666,15
1997,Sacramento Kings,98.0625,107.875,16
1997,Los Angeles Clippers,102.73333333333333,108.2,15
1997,Houston Rockets,107.16666666666667,103,18
1997,Los Angeles Lakers,105.88235294117646,102.6470588235294,17
1997,Minnesota Timberwolves,106.46153846153847,107.46153846153847,13
1996,Phoenix Suns,103.70588235294117,109.88235294117646,17
1996,Portland Trail Blazers,100.4,103.53333333333333,15
1996,Toronto Raptors,101.15789473684211,111.94736842105263,19
1996,Utah Jazz,106.35714285714286,106.57142857142857,14
1996,Indiana Pacers,107.14285714285714,106.71428571428571,14
1996,Atlanta Hawks,101.88888888888889,107.22222222222223,18
1996,Detroit Pistons,106.71428571428571,104.71428571428571,14
1996,Miami Heat,100.9090909090909,104.22727272727273,22
1996,Milwaukee Bucks,98.88235294117646,110.23529411764706,17
1996,Boston Celtics,94.55555555555556,109.33333333333333,18
1996,Houston Rockets,107.88888888888889,109.27777777777777,18
1996,Golden State Warriors,109.17647058823529,110.47058823529412,17
1996,Minnesota Timberwolves,98.23529411764706,110,17
1996,Orlando Magic,104.0625,106.25,16
1996,Vancouver Grizzlies,97.55555555555556,108.55555555555556,18
1996,Charlotte Hornets,NA,111.23809523809524,21
1996,New York Knicks,105.05882352941177,103.58823529411765,17
1996,Los Angeles Lakers,106.14285714285714,106.64285714285714,14
1996,Los Angeles Clippers,102.14285714285714,110.5,14
1996,Cleveland Cavaliers,104.13333333333334,107.8,15
1996,Denver Nuggets,95.41176470588235,108.41176470588235,17
1996,New Jersey Nets,100.27777777777777,106.77777777777777,18
1996,San Antonio Spurs,101.93333333333334,103.6,15
1996,Chicago Bulls,106.86666666666666,102.26666666666667,15
1996,Sacramento Kings,104.6875,108.75,16
1996,Washington Bullets,NA,106.76190476190476,21
1996,Dallas Mavericks,103.8,111.53333333333333,15
1996,Philadelphia 76ers,101.625,113.29166666666667,24
1996,Seattle SuperSonics,107.38461538461539,102.38461538461539,13
1995,Phoenix Suns,109.13333333333334,111.06666666666666,15
1995,Portland Trail Blazers,108.875,106.5625,16
1995,Milwaukee Bucks,105.57142857142857,111,14
1995,Boston Celtics,106.47058823529412,111.05882352941177,17
1995,Utah Jazz,106.26666666666667,106.53333333333333,15
1995,Houston Rockets,106.82352941176471,108,17
1995,Sacramento Kings,100,106.53333333333333,15
1995,Philadelphia 76ers,90.78947368421052,111.3157894736842,19
1995,Detroit Pistons,103.75,112.6875,16
1995,Charlotte Hornets,104.6875,106.6875,16
1995,Atlanta Hawks,95,104.11111111111111,18
1995,Minnesota Timberwolves,98.44444444444444,111.83333333333333,18
1995,Orlando Magic,108.6,107.66666666666667,15
1995,New York Knicks,96,103.5,16
1995,Los Angeles Lakers,115.3125,108.875,16
1995,Washington Bullets,104,111,16
1995,Indiana Pacers,101.46666666666667,105.66666666666667,15
1995,New Jersey Nets,96.33333333333333,108.46666666666667,15
1995,San Antonio Spurs,99.625,106,16
1995,Chicago Bulls,106.875,104.625,16
1995,Seattle SuperSonics,102.78571428571429,106.71428571428571,14
1995,Miami Heat,108.53333333333333,110.46666666666667,15
1995,Denver Nuggets,102.82352941176471,106.82352941176471,17
1995,Los Angeles Clippers,98.6875,110.875,16
1995,Cleveland Cavaliers,103.73333333333333,103.93333333333334,15
1995,Golden State Warriors,108.16666666666667,112.5,18
1995,Dallas Mavericks,107.78571428571429,110.78571428571429,14
1994,Phoenix Suns,102.47058823529412,107.82352941176471,17
1994,Utah Jazz,105.42105263157895,105.78947368421052,19
1994,Boston Celtics,102.86666666666666,108.4,15
1994,Atlanta Hawks,105.93333333333334,103.13333333333334,15
1994,Denver Nuggets,91.52941176470588,103.58823529411765,17
1994,Miami Heat,98.2,106.66666666666667,15
1994,Detroit Pistons,105.77777777777777,109.55555555555556,18
1994,Charlotte Hornets,100.3157894736842,108.63157894736842,19
1994,Seattle SuperSonics,110,101.57142857142857,14
1994,Golden State Warriors,111.4375,106.9375,16
1994,Sacramento Kings,100.52941176470588,108.76470588235294,17
1994,Washington Bullets,107.05,111.8,20
1994,Minnesota Timberwolves,99.4375,108.6875,16
1994,Orlando Magic,97.5,105.38888888888889,18
1994,Milwaukee Bucks,97.875,109.25,16
1994,New York Knicks,106.3125,99.1875,16
1994,Los Angeles Lakers,103.75,109.1875,16
1994,San Antonio Spurs,104.5,106.07142857142857,14
1994,Indiana Pacers,102.3125,104,16
1994,New Jersey Nets,100.8125,105.0625,16
1994,Chicago Bulls,102.625,103,16
1994,Philadelphia 76ers,94.58823529411765,109.17647058823529,17
1994,Los Angeles Clippers,101.58823529411765,108.94117647058823,17
1994,Cleveland Cavaliers,101.82352941176471,104.82352941176471,17
1994,Portland Trail Blazers,103.57142857142857,106.07142857142857,14
1994,Houston Rockets,100.26666666666667,101.6,15
1994,Dallas Mavericks,106.66666666666667,109.22222222222223,18
1993,Los Angeles Lakers,103.42857142857143,108.92857142857143,14
1993,Atlanta Hawks,98.17647058823529,109.88235294117646,17
1993,Milwaukee Bucks,104.89473684210526,108.36842105263158,19
1993,Boston Celtics,101.47058823529412,107.41176470588235,17
1993,Washington Bullets,107.63157894736842,111.05263157894737,19
1993,Miami Heat,107.46153846153847,108.76923076923077,13
1993,Phoenix Suns,105,106.66666666666667,15
1993,Los Angeles Clippers,93.13333333333334,108.06666666666666,15
1993,Charlotte Hornets,104.46666666666667,109.4,15
1993,Golden State Warriors,106.85,110.7,20
1993,Detroit Pistons,100.8125,108.5625,16
1993,Philadelphia 76ers,100.07142857142857,110.14285714285714,14
1993,Sacramento Kings,106.8125,110.1875,16
1993,Orlando Magic,103.5,107.125,16
1993,New York Knicks,103.46153846153847,99.6923076923077,13
1993,San Antonio Spurs,103.875,107.5,16
1993,Chicago Bulls,105.23529411764706,105.70588235294117,17
1993,Seattle SuperSonics,110.5,105.07142857142857,14
1993,New Jersey Nets,106.77777777777777,105.55555555555556,18
1993,Minnesota Timberwolves,96.2,112.93333333333334,15
1993,Cleveland Cavaliers,108.92857142857143,105.35714285714286,14
1993,Dallas Mavericks,97.83333333333333,114.33333333333333,18
1993,Denver Nuggets,102.42857142857143,106.92857142857143,14
1993,Portland Trail Blazers,103.57142857142857,105.92857142857143,14
1993,Houston Rockets,101.42857142857143,106.28571428571429,14
1993,Indiana Pacers,108,109.92307692307692,13
1993,Utah Jazz,103.2,107.73333333333333,15
1992,Los Angeles Lakers,99.73333333333333,109,15
1992,Washington Bullets,96,107.9375,16
1992,Portland Trail Blazers,107.85714285714286,104.42857142857143,14
1992,Miami Heat,107.3125,111.6875,16
1992,Atlanta Hawks,107.6,109.4,15
1992,Golden State Warriors,NA,109.57894736842105,19
1992,Milwaukee Bucks,105.57142857142857,109.57142857142857,14
1992,Phoenix Suns,109.6923076923077,106.23076923076923,13
1992,Sacramento Kings,108.625,110.5625,16
1992,Orlando Magic,98.29411764705883,110.76470588235294,17
1992,Denver Nuggets,103.13333333333334,109.2,15
1992,Charlotte Hornets,NA,110.55555555555556,18
1992,New York Knicks,98.66666666666667,105.06666666666666,15
1992,San Antonio Spurs,106.5,105.8,20
1992,Philadelphia 76ers,97.9375,110.1875,16
1992,Houston Rockets,NA,110.25,16
1992,Chicago Bulls,103.875,106.25,16
1992,Seattle SuperSonics,106.64285714285714,109.42857142857143,14
1992,Detroit Pistons,102.85714285714286,105.21428571428571,14
1992,Utah Jazz,105.28571428571429,106.64285714285714,14
1992,Los Angeles Clippers,97.6470588235294,104.82352941176471,17
1992,Cleveland Cavaliers,108.6875,109.3125,16
1992,Dallas Mavericks,100.11764705882354,110.88235294117646,17
1992,Boston Celtics,107.61111111111111,107.83333333333333,18
1992,New Jersey Nets,105.92307692307692,109.23076923076923,13
1992,Indiana Pacers,106.4,109.8,15
1992,Minnesota Timberwolves,103.25,111.8125,16
1991,Los Angeles Lakers,105.15384615384616,105.3076923076923,13
1991,Washington Bullets,103.26666666666667,109,15
1991,Boston Celtics,106.53333333333333,107.06666666666666,15
1991,Houston Rockets,102.92857142857143,104.14285714285714,14
1991,Milwaukee Bucks,110.25,108.1875,16
1991,Portland Trail Blazers,109.84615384615384,104.6923076923077,13
1991,Miami Heat,101.42857142857143,108.28571428571429,14
1991,Dallas Mavericks,109.46666666666667,108.86666666666666,15
1991,Golden State Warriors,105.16666666666667,110.66666666666667,18
1991,Philadelphia 76ers,95.55555555555556,109.05555555555556,18
1991,Phoenix Suns,117.375,106.4375,16
1991,Utah Jazz,103.53333333333333,105.66666666666667,15
1991,Sacramento Kings,100.72222222222223,110,18
