season,team,win,loss,n_games,pts_diff_per_game,playoffs
2025,Atlanta Hawks,10,11,21,-3.24,FALSE
2025,Boston Celtics,16,3,19,10.58,FALSE
2025,Brooklyn Nets,9,11,20,-3,FALSE
2025,Chicago Bulls,8,13,21,-5.76,FALSE
2025,Charlotte Hornets,6,14,20,-4.6,FALSE
2025,Cleveland Cavaliers,17,3,20,9.8,FALSE
2025,Dallas Mavericks,12,8,20,6.5,FALSE
2025,Denver Nuggets,10,7,17,1.94,FALSE
2025,Detroit Pistons,9,13,22,-1.86,FALSE
2025,Golden State Warriors,12,7,19,6.37,FALSE
2025,Houston Rockets,14,6,20,8.5,FALSE
2025,Indiana Pacers,9,11,20,-3.75,FALSE
2025,Los Angeles Clippers,12,9,21,2.19,FALSE
2025,Los Angeles Lakers,11,8,19,-1.32,FALSE
2025,Memphis Grizzlies,13,7,20,8.45,FALSE
2025,Miami Heat,9,8,17,1.59,FALSE
2025,Milwaukee Bucks,10,9,19,0.89,FALSE
2025,Minnesota Timberwolves,9,10,19,0.84,FALSE
2025,New Orleans Pelicans,4,16,20,-11.75,FALSE
2025,New York Knicks,11,8,19,4.95,FALSE
2025,Oklahoma City Thunder,15,4,19,10.68,FALSE
2025,Orlando Magic,14,7,21,5.67,FALSE
2025,Philadelphia 76ers,4,14,18,-7,FALSE
2025,Phoenix Suns,11,8,19,-0.74,FALSE
2025,Portland Trail Blazers,8,12,20,-7.55,FALSE
2025,Sacramento Kings,9,11,20,0.35,FALSE
2025,San Antonio Spurs,10,9,19,0.26,FALSE
2025,Toronto Raptors,5,15,20,-4.35,FALSE
2025,Utah Jazz,4,15,19,-9.95,FALSE
2025,Washington Wizards,2,16,18,-15,FALSE
2024,Atlanta Hawks,36,46,82,-2.18,FALSE
2024,Boston Celtics,64,18,82,11.34,TRUE
2024,Brooklyn Nets,32,50,82,-2.89,FALSE
2024,Chicago Bulls,39,43,82,-1.44,FALSE
2024,Charlotte Hornets,21,61,82,-10.24,FALSE
2024,Cleveland Cavaliers,48,34,82,2.41,TRUE
2024,Dallas Mavericks,50,32,82,2.21,TRUE
2024,Denver Nuggets,57,25,82,5.26,TRUE
2024,Detroit Pistons,14,68,82,-9.11,FALSE
2024,Golden State Warriors,46,36,82,2.61,FALSE
2024,Houston Rockets,41,41,82,1.12,FALSE
2024,Indiana Pacers,47,35,82,3.05,TRUE
2024,Los Angeles Clippers,51,31,82,3.28,TRUE
2024,Los Angeles Lakers,47,35,82,0.6,TRUE
2024,Memphis Grizzlies,27,55,82,-7,FALSE
2024,Miami Heat,46,36,82,1.76,TRUE
2024,Milwaukee Bucks,49,33,82,2.62,TRUE
2024,Minnesota Timberwolves,56,26,82,6.45,TRUE
2024,New Orleans Pelicans,49,33,82,4.41,TRUE
2024,New York Knicks,50,32,82,4.59,TRUE
2024,Oklahoma City Thunder,57,25,82,7.41,TRUE
2024,Orlando Magic,47,35,82,2.02,TRUE
2024,Philadelphia 76ers,47,35,82,3.05,TRUE
2024,Phoenix Suns,49,33,82,3.06,TRUE
2024,Portland Trail Blazers,21,61,82,-9.02,FALSE
2024,Sacramento Kings,46,36,82,1.74,FALSE
2024,San Antonio Spurs,22,60,82,-6.49,FALSE
2024,Toronto Raptors,25,57,82,-6.44,FALSE
2024,Utah Jazz,31,51,82,-4.89,FALSE
2024,Washington Wizards,15,67,82,-9.29,FALSE
2023,Atlanta Hawks,41,41,82,0.29,FALSE
2023,Boston Celtics,57,25,82,6.52,FALSE
2023,Brooklyn Nets,45,37,82,0.85,FALSE
2023,Chicago Bulls,40,42,82,1.29,FALSE
2023,Charlotte Hornets,27,55,82,-6.24,FALSE
2023,Cleveland Cavaliers,51,31,82,5.38,FALSE
2023,Dallas Mavericks,38,44,82,0.07,FALSE
2023,Denver Nuggets,53,29,82,3.33,FALSE
2023,Detroit Pistons,17,65,82,-8.22,FALSE
2023,Golden State Warriors,44,38,82,1.8,FALSE
2023,Houston Rockets,22,60,82,-7.85,FALSE
2023,Indiana Pacers,35,47,82,-3.18,FALSE
2023,Los Angeles Clippers,44,38,82,0.5,FALSE
2023,Los Angeles Lakers,43,39,82,0.57,FALSE
2023,Memphis Grizzlies,51,31,82,3.94,FALSE
2023,Miami Heat,44,38,82,-0.32,FALSE
2023,Milwaukee Bucks,58,24,82,3.63,FALSE
2023,Minnesota Timberwolves,42,40,82,-0.04,FALSE
2023,New Orleans Pelicans,42,40,82,1.89,FALSE
2023,New York Knicks,47,35,82,2.93,FALSE
2023,Oklahoma City Thunder,40,42,82,1.09,FALSE
2023,Orlando Magic,34,48,82,-2.56,FALSE
2023,Philadelphia 76ers,54,28,82,4.32,FALSE
2023,Phoenix Suns,45,37,82,2.07,FALSE
2023,Portland Trail Blazers,33,49,82,-4.01,FALSE
2023,Sacramento Kings,48,34,82,2.65,FALSE
2023,San Antonio Spurs,22,60,82,-10.04,FALSE
2023,Toronto Raptors,41,41,82,1.48,FALSE
2023,Utah Jazz,37,45,82,-0.94,FALSE
2023,Washington Wizards,35,47,82,-1.21,FALSE
2022,Atlanta Hawks,43,39,82,1.56,TRUE
2022,Boston Celtics,51,31,82,7.28,TRUE
2022,Brooklyn Nets,44,38,82,0.78,TRUE
2022,Chicago Bulls,46,36,82,-0.39,TRUE
2022,Charlotte Hornets,43,39,82,0.44,FALSE
2022,Cleveland Cavaliers,44,38,82,2.12,FALSE
2022,Dallas Mavericks,52,30,82,3.3,TRUE
2022,Denver Nuggets,48,34,82,2.3,TRUE
2022,Detroit Pistons,23,59,82,-7.72,FALSE
2022,Golden State Warriors,53,29,82,5.54,TRUE
2022,Houston Rockets,20,62,82,-8.48,FALSE
2022,Indiana Pacers,25,57,82,-3.48,FALSE
2022,Los Angeles Clippers,42,40,82,0.02,FALSE
2022,Los Angeles Lakers,33,49,82,-3.05,FALSE
2022,Memphis Grizzlies,56,26,82,5.68,TRUE
2022,Miami Heat,53,29,82,4.45,TRUE
2022,Milwaukee Bucks,51,31,82,3.35,TRUE
2022,Minnesota Timberwolves,46,36,82,2.63,TRUE
2022,New Orleans Pelicans,36,46,82,-0.99,TRUE
2022,New York Knicks,37,45,82,-0.12,FALSE
2022,Oklahoma City Thunder,24,58,82,-8.1,FALSE
2022,Orlando Magic,22,60,82,-8,FALSE
2022,Philadelphia 76ers,51,31,82,2.61,TRUE
2022,Phoenix Suns,64,18,82,7.5,TRUE
2022,Portland Trail Blazers,27,55,82,-8.88,FALSE
2022,Sacramento Kings,30,52,82,-5.46,FALSE
2022,San Antonio Spurs,34,48,82,0.12,FALSE
2022,Toronto Raptors,48,34,82,2.29,TRUE
2022,Utah Jazz,49,33,82,6.04,TRUE
2022,Washington Wizards,35,47,82,-3.38,FALSE
2021,Atlanta Hawks,41,31,72,2.32,TRUE
2021,Boston Celtics,36,36,72,1.46,TRUE
2021,Brooklyn Nets,48,24,72,4.5,TRUE
2021,Chicago Bulls,31,41,72,-0.89,FALSE
2021,Charlotte Hornets,33,39,72,-1.93,FALSE
2021,Cleveland Cavaliers,22,50,72,-8.44,FALSE
2021,Dallas Mavericks,42,30,72,2.26,TRUE
2021,Denver Nuggets,47,25,72,4.93,TRUE
2021,Detroit Pistons,20,52,72,-4.47,FALSE
2021,Golden State Warriors,39,33,72,1.06,FALSE
2021,Houston Rockets,17,55,72,-7.9,FALSE
2021,Indiana Pacers,34,38,72,-0.04,FALSE
2021,Los Angeles Clippers,47,25,72,6.18,TRUE
2021,Los Angeles Lakers,42,30,72,2.79,TRUE
2021,Memphis Grizzlies,38,34,72,1.03,TRUE
2021,Miami Heat,40,32,72,0.03,TRUE
2021,Milwaukee Bucks,46,26,72,5.89,TRUE
2021,Minnesota Timberwolves,23,49,72,-5.56,FALSE
2021,New Orleans Pelicans,31,41,72,-0.29,FALSE
2021,New York Knicks,41,31,72,2.31,TRUE
2021,Oklahoma City Thunder,22,50,72,-10.64,FALSE
2021,Orlando Magic,21,51,72,-9.31,FALSE
2021,Philadelphia 76ers,49,23,72,5.58,TRUE
2021,Phoenix Suns,51,21,72,5.82,TRUE
2021,Portland Trail Blazers,42,30,72,1.79,TRUE
2021,Sacramento Kings,31,41,72,-3.68,FALSE
2021,San Antonio Spurs,33,39,72,-1.74,FALSE
2021,Toronto Raptors,27,45,72,-0.47,FALSE
2021,Utah Jazz,52,20,72,9.25,TRUE
2021,Washington Wizards,34,38,72,-1.83,TRUE
2020,Atlanta Hawks,20,47,67,-7.97,FALSE
2020,Boston Celtics,48,24,72,6.31,TRUE
2020,Brooklyn Nets,35,37,72,-0.57,TRUE
2020,Chicago Bulls,22,43,65,-3.08,FALSE
2020,Charlotte Hornets,23,42,65,-6.75,FALSE
2020,Cleveland Cavaliers,19,46,65,-7.89,FALSE
2020,Dallas Mavericks,43,32,75,4.95,TRUE
2020,Denver Nuggets,46,27,73,2.11,TRUE
2020,Detroit Pistons,20,46,66,-3.56,FALSE
2020,Golden State Warriors,15,50,65,-8.71,FALSE
2020,Houston Rockets,44,28,72,2.96,TRUE
2020,Indiana Pacers,45,28,73,1.96,TRUE
2020,Los Angeles Clippers,49,23,72,6.44,TRUE
2020,Los Angeles Lakers,52,19,71,5.79,TRUE
2020,Memphis Grizzlies,34,39,73,-1.07,FALSE
2020,Miami Heat,44,29,73,2.95,TRUE
2020,Milwaukee Bucks,56,17,73,10.08,TRUE
2020,Minnesota Timberwolves,19,45,64,-4.3,FALSE
2020,New Orleans Pelicans,30,42,72,-1.29,FALSE
2020,New York Knicks,21,45,66,-6.45,FALSE
2020,Oklahoma City Thunder,44,28,72,1.99,TRUE
2020,Orlando Magic,33,40,73,-1.01,TRUE
2020,Philadelphia 76ers,43,30,73,2.38,TRUE
2020,Phoenix Suns,34,39,73,0.22,FALSE
2020,Portland Trail Blazers,35,39,74,-1.15,TRUE
2020,Sacramento Kings,31,41,72,-2.04,FALSE
2020,San Antonio Spurs,32,39,71,-1.11,FALSE
2020,Toronto Raptors,53,19,72,6.24,TRUE
2020,Utah Jazz,44,28,72,2.47,TRUE
2020,Washington Wizards,25,47,72,-4.67,FALSE
2019,Atlanta Hawks,29,53,82,-6.02,FALSE
2019,Boston Celtics,49,33,82,4.44,TRUE
2019,Brooklyn Nets,42,40,82,-0.07,TRUE
2019,Chicago Bulls,22,60,82,-8.41,FALSE
2019,Charlotte Hornets,39,43,82,-1.1,FALSE
2019,Cleveland Cavaliers,19,63,82,-9.61,FALSE
2019,Dallas Mavericks,33,49,82,-1.28,FALSE
2019,Denver Nuggets,54,28,82,3.95,TRUE
2019,Detroit Pistons,41,41,82,-0.24,TRUE
2019,Golden State Warriors,57,25,82,6.46,TRUE
2019,Houston Rockets,53,29,82,4.77,TRUE
2019,Indiana Pacers,48,34,82,3.33,TRUE
2019,Los Angeles Clippers,48,34,82,0.85,TRUE
2019,Los Angeles Lakers,37,45,82,-1.72,FALSE
2019,Memphis Grizzlies,33,49,82,-2.6,FALSE
2019,Miami Heat,39,43,82,-0.23,FALSE
2019,Milwaukee Bucks,60,22,82,8.87,TRUE
2019,Minnesota Timberwolves,36,46,82,-1.5,FALSE
2019,New Orleans Pelicans,33,49,82,-1.33,FALSE
2019,New York Knicks,17,65,82,-9.21,FALSE
2019,Oklahoma City Thunder,49,33,82,3.4,TRUE
2019,Orlando Magic,42,40,82,0.71,TRUE
2019,Philadelphia 76ers,51,31,82,2.7,TRUE
2019,Phoenix Suns,19,63,82,-9.34,FALSE
2019,Portland Trail Blazers,53,29,82,4.2,TRUE
2019,Sacramento Kings,39,43,82,-1.12,FALSE
2019,San Antonio Spurs,48,34,82,1.68,TRUE
2019,Toronto Raptors,58,24,82,6.09,TRUE
2019,Utah Jazz,50,32,82,5.26,TRUE
2019,Washington Wizards,32,50,82,-2.9,FALSE
2018,Atlanta Hawks,24,58,82,-5.45,FALSE
2018,Boston Celtics,55,27,82,3.59,TRUE
2018,Brooklyn Nets,28,54,82,-3.74,FALSE
2018,Chicago Bulls,27,55,82,-7.04,FALSE
2018,Charlotte Hornets,36,46,82,0.26,FALSE
2018,Cleveland Cavaliers,50,32,82,0.94,TRUE
2018,Dallas Mavericks,24,58,82,-3.04,FALSE
2018,Denver Nuggets,46,36,82,1.48,FALSE
2018,Detroit Pistons,39,43,82,-0.15,FALSE
2018,Golden State Warriors,58,24,82,5.98,TRUE
2018,Houston Rockets,65,17,82,8.48,TRUE
2018,Indiana Pacers,48,34,82,1.38,TRUE
2018,Los Angeles Clippers,42,40,82,0.04,FALSE
2018,Los Angeles Lakers,35,47,82,-1.55,FALSE
2018,Memphis Grizzlies,22,60,82,-6.21,FALSE
2018,Miami Heat,44,38,82,0.48,TRUE
2018,Milwaukee Bucks,44,38,82,-0.3,TRUE
2018,Minnesota Timberwolves,47,35,82,2.23,TRUE
2018,New Orleans Pelicans,48,34,82,1.3,TRUE
2018,New York Knicks,29,53,82,-3.56,FALSE
2018,Oklahoma City Thunder,48,34,82,3.41,TRUE
2018,Orlando Magic,25,57,82,-4.82,FALSE
2018,Philadelphia 76ers,52,30,82,4.5,TRUE
2018,Phoenix Suns,21,61,82,-9.37,FALSE
2018,Portland Trail Blazers,49,33,82,2.6,TRUE
2018,Sacramento Kings,27,55,82,-6.99,FALSE
2018,San Antonio Spurs,47,35,82,2.89,TRUE
2018,Toronto Raptors,59,23,82,7.78,TRUE
2018,Utah Jazz,48,34,82,4.3,TRUE
2018,Washington Wizards,43,39,82,0.59,TRUE
2017,Atlanta Hawks,43,39,82,-0.85,TRUE
2017,Boston Celtics,53,29,82,2.63,TRUE
2017,Brooklyn Nets,20,62,82,-6.73,FALSE
2017,Chicago Bulls,41,41,82,0.43,TRUE
2017,Charlotte Hornets,36,46,82,0.2,FALSE
2017,Cleveland Cavaliers,51,31,82,3.18,TRUE
2017,Dallas Mavericks,33,49,82,-2.93,FALSE
2017,Denver Nuggets,40,42,82,0.51,FALSE
2017,Detroit Pistons,37,45,82,-1.12,FALSE
2017,Golden State Warriors,67,15,82,11.63,TRUE
2017,Houston Rockets,55,27,82,5.77,TRUE
2017,Indiana Pacers,42,40,82,-0.22,TRUE
2017,Los Angeles Clippers,51,31,82,4.29,TRUE
2017,Los Angeles Lakers,26,56,82,-6.88,FALSE
2017,Memphis Grizzlies,43,39,82,0.49,TRUE
2017,Miami Heat,41,41,82,1.06,FALSE
2017,Milwaukee Bucks,42,40,82,-0.18,TRUE
2017,Minnesota Timberwolves,31,51,82,-1.11,FALSE
2017,New Orleans Pelicans,34,48,82,-2.1,FALSE
2017,New York Knicks,31,51,82,-3.67,FALSE
2017,Oklahoma City Thunder,47,35,82,0.76,TRUE
2017,Orlando Magic,29,53,82,-6.57,FALSE
2017,Philadelphia 76ers,28,54,82,-5.7,FALSE
2017,Phoenix Suns,24,58,82,-5.63,FALSE
2017,Portland Trail Blazers,41,41,82,-0.52,TRUE
2017,Sacramento Kings,32,50,82,-3.88,FALSE
2017,San Antonio Spurs,61,21,82,7.2,TRUE
2017,Toronto Raptors,51,31,82,4.21,TRUE
2017,Utah Jazz,51,31,82,3.94,TRUE
2017,Washington Wizards,49,33,82,1.8,TRUE
2016,Atlanta Hawks,48,34,82,3.61,TRUE
2016,Boston Celtics,48,34,82,3.21,TRUE
2016,Brooklyn Nets,21,61,82,-7.35,FALSE
2016,Chicago Bulls,42,40,82,-1.48,FALSE
2016,Charlotte Hornets,48,34,82,2.72,TRUE
2016,Cleveland Cavaliers,57,25,82,6,TRUE
2016,Dallas Mavericks,42,40,82,-0.3,TRUE
2016,Denver Nuggets,33,49,82,-3.1,FALSE
2016,Detroit Pistons,44,38,82,0.61,TRUE
2016,Golden State Warriors,73,9,82,10.76,TRUE
2016,Houston Rockets,41,41,82,0.2,TRUE
2016,Indiana Pacers,45,37,82,1.71,TRUE
2016,Los Angeles Clippers,53,29,82,4.28,TRUE
2016,Los Angeles Lakers,17,65,82,-9.56,FALSE
2016,Memphis Grizzlies,42,40,82,-2.24,TRUE
2016,Miami Heat,48,34,82,1.65,TRUE
2016,Milwaukee Bucks,33,49,82,-4.18,FALSE
2016,Minnesota Timberwolves,29,53,82,-3.54,FALSE
2016,New Orleans Pelicans,30,52,82,-3.79,FALSE
2016,New York Knicks,32,50,82,-2.73,FALSE
2016,Oklahoma City Thunder,55,27,82,7.28,TRUE
2016,Orlando Magic,35,47,82,-1.62,FALSE
2016,Philadelphia 76ers,10,72,82,-10.23,FALSE
2016,Phoenix Suns,23,59,82,-6.66,FALSE
2016,Portland Trail Blazers,44,38,82,0.83,TRUE
2016,Sacramento Kings,33,49,82,-2.48,FALSE
2016,San Antonio Spurs,67,15,82,10.63,TRUE
2016,Toronto Raptors,56,26,82,4.5,TRUE
2016,Utah Jazz,40,42,82,1.79,FALSE
2016,Washington Wizards,41,41,82,-0.5,FALSE
2015,Atlanta Hawks,60,22,82,5.43,TRUE
2015,Boston Celtics,40,42,82,0.16,TRUE
2015,Brooklyn Nets,38,44,82,-2.88,TRUE
2015,Chicago Bulls,50,32,82,3,TRUE
2015,Charlotte Hornets,33,49,82,-3.17,FALSE
2015,Cleveland Cavaliers,53,29,82,4.48,TRUE
2015,Dallas Mavericks,50,32,82,2.9,TRUE
2015,Denver Nuggets,30,52,82,-3.55,FALSE
2015,Detroit Pistons,32,50,82,-1,FALSE
2015,Golden State Warriors,67,15,82,10.1,TRUE
2015,Houston Rockets,56,26,82,3.44,TRUE
2015,Indiana Pacers,38,44,82,0.28,FALSE
2015,Los Angeles Clippers,56,26,82,6.59,TRUE
2015,Los Angeles Lakers,21,61,82,-6.84,FALSE
2015,Memphis Grizzlies,55,27,82,3.24,TRUE
2015,Miami Heat,37,45,82,-2.6,FALSE
2015,Milwaukee Bucks,41,41,82,0.43,TRUE
2015,Minnesota Timberwolves,16,66,82,-8.79,FALSE
2015,New Orleans Pelicans,45,37,82,0.79,TRUE
2015,New York Knicks,17,65,82,-9.32,FALSE
2015,Oklahoma City Thunder,45,37,82,2.18,FALSE
2015,Orlando Magic,25,57,82,-5.72,FALSE
2015,Philadelphia 76ers,18,64,82,-8.98,FALSE
2015,Phoenix Suns,39,43,82,-0.9,FALSE
2015,Portland Trail Blazers,51,31,82,4.23,TRUE
2015,Sacramento Kings,29,53,82,-3.71,FALSE
2015,San Antonio Spurs,55,27,82,6.2,TRUE
2015,Toronto Raptors,49,33,82,3.07,TRUE
2015,Utah Jazz,38,44,82,0.22,FALSE
2015,Washington Wizards,46,36,82,0.72,TRUE
2014,Atlanta Hawks,38,44,82,-0.48,TRUE
2014,Boston Celtics,25,57,82,-4.46,FALSE
2014,Brooklyn Nets,44,38,82,-1,TRUE
2014,Charlotte Bobcats,43,39,82,-0.22,TRUE
2014,Chicago Bulls,48,34,82,1.85,TRUE
2014,Cleveland Cavaliers,33,49,82,-3.29,FALSE
2014,Dallas Mavericks,49,33,82,2.4,TRUE
2014,Denver Nuggets,36,46,82,-2.15,FALSE
2014,Detroit Pistons,29,53,82,-3.66,FALSE
2014,Golden State Warriors,51,31,82,4.8,TRUE
2014,Houston Rockets,54,28,82,4.56,TRUE
2014,Indiana Pacers,56,26,82,4.4,TRUE
2014,Los Angeles Clippers,57,25,82,6.98,TRUE
2014,Los Angeles Lakers,27,55,82,-6.29,FALSE
2014,Memphis Grizzlies,50,32,82,1.57,TRUE
2014,Miami Heat,54,28,82,4.76,TRUE
2014,Milwaukee Bucks,15,67,82,-8.18,FALSE
2014,Minnesota Timberwolves,40,42,82,2.67,FALSE
2014,New Orleans Pelicans,34,48,82,-2.71,FALSE
2014,New York Knicks,37,45,82,-0.79,FALSE
2014,Oklahoma City Thunder,59,23,82,6.34,TRUE
2014,Orlando Magic,23,59,82,-5.44,FALSE
2014,Philadelphia 76ers,19,63,82,-10.45,FALSE
2014,Phoenix Suns,48,34,82,2.63,FALSE
2014,Portland Trail Blazers,54,28,82,3.99,TRUE
2014,Sacramento Kings,28,54,82,-2.9,FALSE
2014,San Antonio Spurs,62,20,82,7.72,TRUE
2014,Toronto Raptors,48,34,82,3.24,TRUE
2014,Utah Jazz,25,57,82,-7.17,FALSE
2014,Washington Wizards,44,38,82,1.27,TRUE
2013,Atlanta Hawks,44,38,82,0.4,TRUE
2013,Boston Celtics,41,40,81,-0.22,TRUE
2013,Brooklyn Nets,49,33,82,1.78,TRUE
2013,Charlotte Bobcats,21,61,82,-9.23,FALSE
2013,Chicago Bulls,45,37,82,0.32,TRUE
2013,Cleveland Cavaliers,24,58,82,-4.68,FALSE
2013,Dallas Mavericks,41,41,82,-0.6,FALSE
2013,Denver Nuggets,57,25,82,5.09,TRUE
2013,Detroit Pistons,29,53,82,-3.99,FALSE
2013,Golden State Warriors,47,35,82,0.89,TRUE
2013,Houston Rockets,45,37,82,3.48,TRUE
2013,Indiana Pacers,49,32,81,4.02,TRUE
2013,Los Angeles Clippers,56,26,82,6.45,TRUE
2013,Los Angeles Lakers,45,37,82,1.16,TRUE
2013,Memphis Grizzlies,56,26,82,4.15,TRUE
2013,Miami Heat,66,16,82,7.87,TRUE
2013,Milwaukee Bucks,38,44,82,-1.5,TRUE
2013,Minnesota Timberwolves,31,51,82,-2.37,FALSE
2013,New Orleans Hornets,27,55,82,-3.87,FALSE
2013,New York Knicks,54,28,82,4.23,TRUE
2013,Oklahoma City Thunder,60,22,82,9.21,TRUE
2013,Orlando Magic,20,62,82,-6.99,FALSE
2013,Philadelphia 76ers,34,48,82,-3.34,FALSE
2013,Phoenix Suns,25,57,82,-6.46,FALSE
2013,Portland Trail Blazers,33,49,82,-3.17,FALSE
2013,Sacramento Kings,28,54,82,-4.88,FALSE
2013,San Antonio Spurs,58,24,82,6.4,TRUE
2013,Toronto Raptors,34,48,82,-1.48,FALSE
2013,Utah Jazz,43,39,82,-0.09,FALSE
2013,Washington Wizards,29,53,82,-2.54,FALSE
2012,Atlanta Hawks,40,26,66,3.44,TRUE
2012,Boston Celtics,39,27,66,2.52,TRUE
2012,Charlotte Bobcats,7,59,66,-13.91,FALSE
2012,Chicago Bulls,50,16,66,8.18,TRUE
2012,Cleveland Cavaliers,21,45,66,-7.2,FALSE
2012,Dallas Mavericks,36,30,66,0.95,TRUE
2012,Denver Nuggets,38,28,66,2.88,TRUE
2012,Detroit Pistons,25,41,66,-4.79,FALSE
2012,Golden State Warriors,23,43,66,-3.41,FALSE
2012,Houston Rockets,34,32,66,0.23,FALSE
2012,Indiana Pacers,42,24,66,3.3,TRUE
2012,Los Angeles Clippers,40,26,66,2.56,TRUE
2012,Los Angeles Lakers,41,25,66,1.42,TRUE
2012,Memphis Grizzlies,41,25,66,2.02,TRUE
2012,Miami Heat,46,20,66,5.98,TRUE
2012,Milwaukee Bucks,31,35,66,0.27,FALSE
2012,Minnesota Timberwolves,26,40,66,-2.2,FALSE
2012,New Jersey Nets,22,44,66,-5.98,FALSE
2012,New Orleans Hornets,21,45,66,-3.76,FALSE
2012,New York Knicks,36,30,66,3.2,TRUE
2012,Oklahoma City Thunder,47,19,66,6.12,TRUE
2012,Orlando Magic,37,29,66,0.79,TRUE
2012,Philadelphia 76ers,35,31,66,4.24,TRUE
2012,Phoenix Suns,33,33,66,-0.24,FALSE
2012,Portland Trail Blazers,28,38,66,-0.62,FALSE
2012,Sacramento Kings,22,44,66,-5.68,FALSE
2012,San Antonio Spurs,50,16,66,7.17,TRUE
2012,Toronto Raptors,23,43,66,-3.3,FALSE
2012,Utah Jazz,36,30,66,0.62,TRUE
2012,Washington Wizards,20,46,66,-4.8,FALSE
2011,Atlanta Hawks,44,38,82,-0.82,TRUE
2011,Boston Celtics,56,26,82,5.37,TRUE
2011,Charlotte Bobcats,34,48,82,-4,FALSE
2011,Chicago Bulls,62,20,82,7.32,TRUE
2011,Cleveland Cavaliers,19,63,82,-9.01,FALSE
2011,Dallas Mavericks,57,25,82,4.23,TRUE
2011,Denver Nuggets,50,32,82,4.76,TRUE
2011,Detroit Pistons,30,52,82,-3.6,FALSE
2011,Golden State Warriors,36,46,82,-2.33,FALSE
2011,Houston Rockets,43,39,82,2.18,FALSE
2011,Indiana Pacers,37,45,82,-1.07,TRUE
2011,Los Angeles Clippers,32,50,82,-3.13,FALSE
2011,Los Angeles Lakers,57,25,82,6.11,TRUE
2011,Memphis Grizzlies,46,36,82,2.34,TRUE
2011,Miami Heat,58,24,82,7.46,TRUE
2011,Milwaukee Bucks,35,47,82,-0.84,FALSE
2011,Minnesota Timberwolves,17,65,82,-6.63,FALSE
2011,New Jersey Nets,24,58,82,-6.24,FALSE
2011,New Orleans Hornets,46,36,82,0.89,TRUE
2011,New York Knicks,42,40,82,0.78,TRUE
2011,Oklahoma City Thunder,55,27,82,3.79,TRUE
2011,Orlando Magic,52,30,82,5.46,TRUE
2011,Philadelphia 76ers,41,41,82,1.5,TRUE
2011,Phoenix Suns,40,42,82,-0.89,FALSE
2011,Portland Trail Blazers,48,34,82,1.52,TRUE
2011,Sacramento Kings,24,58,82,-5.34,FALSE
2011,San Antonio Spurs,61,21,82,5.71,TRUE
2011,Toronto Raptors,22,60,82,-6.28,FALSE
2011,Utah Jazz,39,43,82,-1.83,FALSE
2011,Washington Wizards,23,59,82,-7.4,FALSE
2010,Atlanta Hawks,53,29,82,4.66,TRUE
2010,Boston Celtics,50,32,82,3.66,TRUE
2010,Charlotte Bobcats,44,38,82,1.46,TRUE
2010,Chicago Bulls,41,41,82,-1.63,TRUE
2010,Cleveland Cavaliers,61,21,82,6.52,TRUE
2010,Dallas Mavericks,55,27,82,2.72,TRUE
2010,Denver Nuggets,53,29,82,4.09,TRUE
2010,Detroit Pistons,27,55,82,-5.11,FALSE
2010,Golden State Warriors,26,56,82,-3.6,FALSE
2010,Houston Rockets,42,40,82,-0.37,FALSE
2010,Indiana Pacers,32,50,82,-3.01,FALSE
2010,Los Angeles Clippers,29,53,82,-6.35,FALSE
2010,Los Angeles Lakers,57,25,82,4.72,TRUE
2010,Memphis Grizzlies,40,42,82,-1.51,FALSE
2010,Miami Heat,47,35,82,2.28,TRUE
2010,Milwaukee Bucks,46,36,82,1.7,TRUE
2010,Minnesota Timberwolves,15,67,82,-9.6,FALSE
2010,New Jersey Nets,12,70,82,-9.12,FALSE
2010,New Orleans Hornets,37,45,82,-2.46,FALSE
2010,New York Knicks,29,53,82,-3.82,FALSE
2010,Oklahoma City Thunder,50,32,82,3.49,TRUE
2010,Orlando Magic,59,23,82,7.49,TRUE
2010,Philadelphia 76ers,27,55,82,-3.9,FALSE
2010,Phoenix Suns,54,28,82,4.9,TRUE
2010,Portland Trail Blazers,50,32,82,3.3,TRUE
2010,Sacramento Kings,25,57,82,-4.37,FALSE
2010,San Antonio Spurs,50,32,82,5.09,TRUE
2010,Toronto Raptors,40,42,82,-1.78,FALSE
2010,Utah Jazz,53,29,82,5.34,TRUE
2010,Washington Wizards,26,56,82,-4.78,FALSE
2009,Atlanta Hawks,47,35,82,1.57,TRUE
2009,Boston Celtics,62,20,82,7.51,TRUE
2009,Charlotte Bobcats,35,47,82,-1.27,FALSE
2009,Chicago Bulls,41,41,82,-0.28,TRUE
2009,Cleveland Cavaliers,66,16,82,8.93,TRUE
2009,Dallas Mavericks,50,32,82,1.98,TRUE
2009,Denver Nuggets,54,28,82,3.41,TRUE
2009,Detroit Pistons,39,43,82,-0.49,TRUE
2009,Golden State Warriors,29,53,82,-3.74,FALSE
2009,Houston Rockets,53,29,82,4,TRUE
2009,Indiana Pacers,36,46,82,-1.11,FALSE
2009,Los Angeles Clippers,19,63,82,-8.77,FALSE
2009,Los Angeles Lakers,65,17,82,7.66,TRUE
2009,Memphis Grizzlies,24,58,82,-5.46,FALSE
2009,Miami Heat,43,39,82,0.26,TRUE
2009,Milwaukee Bucks,34,48,82,-1.09,FALSE
2009,Minnesota Timberwolves,24,58,82,-4.91,FALSE
2009,New Jersey Nets,34,48,82,-2.44,FALSE
